Base_Term,Skill_Term,City,radius,indeed_url,new_jobs_count
Data Scientist,continuous Simulation,"Detroit,MI",50,"http://www.indeed.com/jobs?q=continuous Simulation+Data Scientist&l=Detroit,MI&radius=50",2
Data Analytics,continuous Simulation,"Detroit,MI",50,"http://www.indeed.com/jobs?q=continuous Simulation+Data Analytics&l=Detroit,MI&radius=50",1
Data Scientist,convex Optimization,"Detroit,MI",50,"http://www.indeed.com/jobs?q=convex Optimization+Data Scientist&l=Detroit,MI&radius=50",0
Data Analytics,convex Optimization,"Detroit,MI",50,"http://www.indeed.com/jobs?q=convex Optimization+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,CSS,"Detroit,MI",50,"http://www.indeed.com/jobs?q=CSS+Data Scientist&l=Detroit,MI&radius=50",0
Data Analytics,CSS,"Detroit,MI",50,"http://www.indeed.com/jobs?q=CSS+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,DBA,"Detroit,MI",50,"http://www.indeed.com/jobs?q=DBA+Data Scientist&l=Detroit,MI&radius=50",0
Data Analytics,DBA,"Detroit,MI",50,"http://www.indeed.com/jobs?q=DBA+Data Analytics&l=Detroit,MI&radius=50",9
Data Scientist,decision trees,"Detroit,MI",50,"http://www.indeed.com/jobs?q=decision trees+Data Scientist&l=Detroit,MI&radius=50",6
Data Analytics,decision trees,"Detroit,MI",50,"http://www.indeed.com/jobs?q=decision trees+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,design,"Detroit,MI",50,"http://www.indeed.com/jobs?q=design+Data Scientist&l=Detroit,MI&radius=50",0
Data Analytics,design,"Detroit,MI",50,"http://www.indeed.com/jobs?q=design+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,discrete Simulation,"Detroit,MI",50,"http://www.indeed.com/jobs?q=discrete Simulation+Data Scientist&l=Detroit,MI&radius=50",3
Data Analytics,discrete Simulation,"Detroit,MI",50,"http://www.indeed.com/jobs?q=discrete Simulation+Data Analytics&l=Detroit,MI&radius=50",3
Data Scientist,Distributed Data,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Distributed Data+Data Scientist&l=Detroit,MI&radius=50",0
Data Analytics,Distributed Data,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Distributed Data+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,experimental design,"Detroit,MI",50,"http://www.indeed.com/jobs?q=experimental design+Data Scientist&l=Detroit,MI&radius=50",6
Data Analytics,experimental design,"Detroit,MI",50,"http://www.indeed.com/jobs?q=experimental design+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,forecasting,"Detroit,MI",50,"http://www.indeed.com/jobs?q=forecasting+Data Scientist&l=Detroit,MI&radius=50",3
Data Analytics,forecasting,"Detroit,MI",50,"http://www.indeed.com/jobs?q=forecasting+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,general linear model,"Detroit,MI",50,"http://www.indeed.com/jobs?q=general linear model+Data Scientist&l=Detroit,MI&radius=50",0
Data Analytics,general linear model,"Detroit,MI",50,"http://www.indeed.com/jobs?q=general linear model+Data Analytics&l=Detroit,MI&radius=50",1
Data Scientist,geographic covariates,"Detroit,MI",50,"http://www.indeed.com/jobs?q=geographic covariates+Data Scientist&l=Detroit,MI&radius=50",0
Data Analytics,geographic covariates,"Detroit,MI",50,"http://www.indeed.com/jobs?q=geographic covariates+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,GIS,"Detroit,MI",50,"http://www.indeed.com/jobs?q=GIS+Data Scientist&l=Detroit,MI&radius=50",5
Data Analytics,GIS,"Detroit,MI",50,"http://www.indeed.com/jobs?q=GIS+Data Analytics&l=Detroit,MI&radius=50",9
Data Scientist,global Optimization,"Detroit,MI",50,"http://www.indeed.com/jobs?q=global Optimization+Data Scientist&l=Detroit,MI&radius=50",0
Data Analytics,global Optimization,"Detroit,MI",50,"http://www.indeed.com/jobs?q=global Optimization+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,Graphical Models,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Graphical Models+Data Scientist&l=Detroit,MI&radius=50",0
Data Analytics,Graphical Models,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Graphical Models+Data Analytics&l=Detroit,MI&radius=50",1
Data Scientist,Hadoop,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Hadoop+Data Scientist&l=Detroit,MI&radius=50",0
Data Analytics,Hadoop,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Hadoop+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,Hive,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Hive+Data Scientist&l=Detroit,MI&radius=50",0
Data Analytics,Hive,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Hive+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,HTML,"Detroit,MI",50,"http://www.indeed.com/jobs?q=HTML+Data Scientist&l=Detroit,MI&radius=50",0
Data Analytics,HTML,"Detroit,MI",50,"http://www.indeed.com/jobs?q=HTML+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,integer Optimization,"Detroit,MI",50,"http://www.indeed.com/jobs?q=integer Optimization+Data Scientist&l=Detroit,MI&radius=50",10
Data Analytics,integer Optimization,"Detroit,MI",50,"http://www.indeed.com/jobs?q=integer Optimization+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,JAVA,"Detroit,MI",50,"http://www.indeed.com/jobs?q=JAVA+Data Scientist&l=Detroit,MI&radius=50",0
Data Analytics,JAVA,"Detroit,MI",50,"http://www.indeed.com/jobs?q=JAVA+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,JavaScript,"Detroit,MI",50,"http://www.indeed.com/jobs?q=JavaScript+Data Scientist&l=Detroit,MI&radius=50",0
Data Analytics,JavaScript,"Detroit,MI",50,"http://www.indeed.com/jobs?q=JavaScript+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,JSON,"Detroit,MI",50,"http://www.indeed.com/jobs?q=JSON+Data Scientist&l=Detroit,MI&radius=50",0
Data Analytics,JSON,"Detroit,MI",50,"http://www.indeed.com/jobs?q=JSON+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,linear algebra,"Detroit,MI",50,"http://www.indeed.com/jobs?q=linear algebra+Data Scientist&l=Detroit,MI&radius=50",0
Data Analytics,linear algebra,"Detroit,MI",50,"http://www.indeed.com/jobs?q=linear algebra+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,Machine Learning,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Machine Learning+Data Scientist&l=Detroit,MI&radius=50",0
Data Analytics,Machine Learning,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Machine Learning+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,Map/Reduce,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Map/Reduce+Data Scientist&l=Detroit,MI&radius=50",0
Data Analytics,Map/Reduce,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Map/Reduce+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,mapping,"Detroit,MI",50,"http://www.indeed.com/jobs?q=mapping+Data Scientist&l=Detroit,MI&radius=50",6
Data Analytics,mapping,"Detroit,MI",50,"http://www.indeed.com/jobs?q=mapping+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,Math,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Math+Data Scientist&l=Detroit,MI&radius=50",0
Data Analytics,Math,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Math+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,Matlab,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Matlab+Data Scientist&l=Detroit,MI&radius=50",0
Data Analytics,Matlab,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Matlab+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,MCMC,"Detroit,MI",50,"http://www.indeed.com/jobs?q=MCMC+Data Scientist&l=Detroit,MI&radius=50",0
Data Analytics,MCMC,"Detroit,MI",50,"http://www.indeed.com/jobs?q=MCMC+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,Monte-Carlo Statistics,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Monte-Carlo Statistics+Data Scientist&l=Detroit,MI&radius=50",8
Data Analytics,Monte-Carlo Statistics,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Monte-Carlo Statistics+Data Analytics&l=Detroit,MI&radius=50",3
Data Scientist,multinomial modeling,"Detroit,MI",50,"http://www.indeed.com/jobs?q=multinomial modeling+Data Scientist&l=Detroit,MI&radius=50",0
Data Analytics,multinomial modeling,"Detroit,MI",50,"http://www.indeed.com/jobs?q=multinomial modeling+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,MySQL,"Detroit,MI",50,"http://www.indeed.com/jobs?q=MySQL+Data Scientist&l=Detroit,MI&radius=50",0
Data Analytics,MySQL,"Detroit,MI",50,"http://www.indeed.com/jobs?q=MySQL+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,neural nets,"Detroit,MI",50,"http://www.indeed.com/jobs?q=neural nets+Data Scientist&l=Detroit,MI&radius=50",3
Data Analytics,neural nets,"Detroit,MI",50,"http://www.indeed.com/jobs?q=neural nets+Data Analytics&l=Detroit,MI&radius=50",3
Data Scientist,nix,"Detroit,MI",50,"http://www.indeed.com/jobs?q=nix+Data Scientist&l=Detroit,MI&radius=50",0
Data Analytics,nix,"Detroit,MI",50,"http://www.indeed.com/jobs?q=nix+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,NoSQL,"Detroit,MI",50,"http://www.indeed.com/jobs?q=NoSQL+Data Scientist&l=Detroit,MI&radius=50",9
Data Analytics,NoSQL,"Detroit,MI",50,"http://www.indeed.com/jobs?q=NoSQL+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,Objective C,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Objective C+Data Scientist&l=Detroit,MI&radius=50",2
Data Analytics,Objective C,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Objective C+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,Oracle,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Oracle+Data Scientist&l=Detroit,MI&radius=50",0
Data Analytics,Oracle,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Oracle+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,Perl,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Perl+Data Scientist&l=Detroit,MI&radius=50",5
Data Analytics,Perl,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Perl+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,Pig,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Pig+Data Scientist&l=Detroit,MI&radius=50",15
Data Analytics,Pig,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Pig+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,PostgreSQL,"Detroit,MI",50,"http://www.indeed.com/jobs?q=PostgreSQL+Data Scientist&l=Detroit,MI&radius=50",0
Data Analytics,PostgreSQL,"Detroit,MI",50,"http://www.indeed.com/jobs?q=PostgreSQL+Data Analytics&l=Detroit,MI&radius=50",1
Data Scientist,Product Development,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Product Development+Data Scientist&l=Detroit,MI&radius=50",0
Data Analytics,Product Development,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Product Development+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,project management,"Detroit,MI",50,"http://www.indeed.com/jobs?q=project management+Data Scientist&l=Detroit,MI&radius=50",0
Data Analytics,project management,"Detroit,MI",50,"http://www.indeed.com/jobs?q=project management+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,Python,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Python+Data Scientist&l=Detroit,MI&radius=50",0
Data Analytics,Python,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Python+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,R,"Detroit,MI",50,"http://www.indeed.com/jobs?q=R+Data Scientist&l=Detroit,MI&radius=50",0
Data Analytics,R,"Detroit,MI",50,"http://www.indeed.com/jobs?q=R+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,Rails,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Rails+Data Scientist&l=Detroit,MI&radius=50",1
Data Analytics,Rails,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Rails+Data Analytics&l=Detroit,MI&radius=50",3
Data Scientist,real analysis,"Detroit,MI",50,"http://www.indeed.com/jobs?q=real analysis+Data Scientist&l=Detroit,MI&radius=50",0
Data Analytics,real analysis,"Detroit,MI",50,"http://www.indeed.com/jobs?q=real analysis+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,RegEx,"Detroit,MI",50,"http://www.indeed.com/jobs?q=RegEx+Data Scientist&l=Detroit,MI&radius=50",0
Data Analytics,RegEx,"Detroit,MI",50,"http://www.indeed.com/jobs?q=RegEx+Data Analytics&l=Detroit,MI&radius=50",1
Data Scientist,Ruby,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Ruby+Data Scientist&l=Detroit,MI&radius=50",8
Data Analytics,Ruby,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Ruby+Data Analytics&l=Detroit,MI&radius=50",9
Data Scientist,SAS ,"Detroit,MI",50,"http://www.indeed.com/jobs?q=SAS +Data Scientist&l=Detroit,MI&radius=50",0
Data Analytics,SAS ,"Detroit,MI",50,"http://www.indeed.com/jobs?q=SAS +Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,Simulation,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Simulation+Data Scientist&l=Detroit,MI&radius=50",0
Data Analytics,Simulation,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Simulation+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,social networks,"Detroit,MI",50,"http://www.indeed.com/jobs?q=social networks+Data Scientist&l=Detroit,MI&radius=50",4
Data Analytics,social networks,"Detroit,MI",50,"http://www.indeed.com/jobs?q=social networks+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,Spatial Statistics,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Spatial Statistics+Data Scientist&l=Detroit,MI&radius=50",1
Data Analytics,Spatial Statistics,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Spatial Statistics+Data Analytics&l=Detroit,MI&radius=50",2
Data Scientist,SPSS,"Detroit,MI",50,"http://www.indeed.com/jobs?q=SPSS+Data Scientist&l=Detroit,MI&radius=50",9
Data Analytics,SPSS,"Detroit,MI",50,"http://www.indeed.com/jobs?q=SPSS+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,SQL,"Detroit,MI",50,"http://www.indeed.com/jobs?q=SQL+Data Scientist&l=Detroit,MI&radius=50",0
Data Analytics,SQL,"Detroit,MI",50,"http://www.indeed.com/jobs?q=SQL+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,Stata,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Stata+Data Scientist&l=Detroit,MI&radius=50",1
Data Analytics,Stata,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Stata+Data Analytics&l=Detroit,MI&radius=50",4
Data Scientist,statistical graphics,"Detroit,MI",50,"http://www.indeed.com/jobs?q=statistical graphics+Data Scientist&l=Detroit,MI&radius=50",2
Data Analytics,statistical graphics,"Detroit,MI",50,"http://www.indeed.com/jobs?q=statistical graphics+Data Analytics&l=Detroit,MI&radius=50",5
Data Scientist,Statistics,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Statistics+Data Scientist&l=Detroit,MI&radius=50",0
Data Analytics,Statistics,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Statistics+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,Structured Data,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Structured Data+Data Scientist&l=Detroit,MI&radius=50",8
Data Analytics,Structured Data,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Structured Data+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,Surveys and Marketing,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Surveys and Marketing+Data Scientist&l=Detroit,MI&radius=50",0
Data Analytics,Surveys and Marketing,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Surveys and Marketing+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,SVM,"Detroit,MI",50,"http://www.indeed.com/jobs?q=SVM+Data Scientist&l=Detroit,MI&radius=50",6
Data Analytics,SVM,"Detroit,MI",50,"http://www.indeed.com/jobs?q=SVM+Data Analytics&l=Detroit,MI&radius=50",8
Data Scientist,Systems Administration,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Systems Administration+Data Scientist&l=Detroit,MI&radius=50",0
Data Analytics,Systems Administration,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Systems Administration+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,technical writing/publishing,"Detroit,MI",50,"http://www.indeed.com/jobs?q=technical writing/publishing+Data Scientist&l=Detroit,MI&radius=50",0
Data Analytics,technical writing/publishing,"Detroit,MI",50,"http://www.indeed.com/jobs?q=technical writing/publishing+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,Teradata,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Teradata+Data Scientist&l=Detroit,MI&radius=50",0
Data Analytics,Teradata,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Teradata+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,text mining,"Detroit,MI",50,"http://www.indeed.com/jobs?q=text mining+Data Scientist&l=Detroit,MI&radius=50",0
Data Analytics,text mining,"Detroit,MI",50,"http://www.indeed.com/jobs?q=text mining+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,time-series analysis,"Detroit,MI",50,"http://www.indeed.com/jobs?q=time-series analysis+Data Scientist&l=Detroit,MI&radius=50",3
Data Analytics,time-series analysis,"Detroit,MI",50,"http://www.indeed.com/jobs?q=time-series analysis+Data Analytics&l=Detroit,MI&radius=50",7
Data Scientist,UNIX ,"Detroit,MI",50,"http://www.indeed.com/jobs?q=UNIX +Data Scientist&l=Detroit,MI&radius=50",0
Data Analytics,UNIX ,"Detroit,MI",50,"http://www.indeed.com/jobs?q=UNIX +Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,Unstructured Data,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Unstructured Data+Data Scientist&l=Detroit,MI&radius=50",9
Data Analytics,Unstructured Data,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Unstructured Data+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,Visualisation,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Visualisation+Data Scientist&l=Detroit,MI&radius=50",0
Data Analytics,Visualisation,"Detroit,MI",50,"http://www.indeed.com/jobs?q=Visualisation+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,web-based data-viz,"Detroit,MI",50,"http://www.indeed.com/jobs?q=web-based data-viz+Data Scientist&l=Detroit,MI&radius=50",0
Data Analytics,web-based data-viz,"Detroit,MI",50,"http://www.indeed.com/jobs?q=web-based data-viz+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,XML,"Detroit,MI",50,"http://www.indeed.com/jobs?q=XML+Data Scientist&l=Detroit,MI&radius=50",1
Data Analytics,XML,"Detroit,MI",50,"http://www.indeed.com/jobs?q=XML+Data Analytics&l=Detroit,MI&radius=50",0
Data Scientist,agent-based Simulation,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=agent-based Simulation+Data Scientist&l=San Francisco,CA&radius=50",1
Data Analytics,agent-based Simulation,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=agent-based Simulation+Data Analytics&l=San Francisco,CA&radius=50",0
Data Scientist,ANOVA,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=ANOVA+Data Scientist&l=San Francisco,CA&radius=50",5
Data Analytics,ANOVA,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=ANOVA+Data Analytics&l=San Francisco,CA&radius=50",6
Data Scientist,Bayes networks,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=Bayes networks+Data Scientist&l=San Francisco,CA&radius=50",7
Data Analytics,Bayes networks,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=Bayes networks+Data Analytics&l=San Francisco,CA&radius=50",5
Data Scientist,Bayesian Statistics,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=Bayesian Statistics+Data Scientist&l=San Francisco,CA&radius=50",0
Data Analytics,Bayesian Statistics,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=Bayesian Statistics+Data Analytics&l=San Francisco,CA&radius=50",0
Data Scientist,Big Data,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=Big Data+Data Scientist&l=San Francisco,CA&radius=50",0
Data Analytics,Big Data,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=Big Data+Data Analytics&l=San Francisco,CA&radius=50",0
Data Scientist,BUGS,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=BUGS+Data Scientist&l=San Francisco,CA&radius=50",7
Data Analytics,BUGS,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=BUGS+Data Analytics&l=San Francisco,CA&radius=50",0
Data Scientist,C,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=C+Data Scientist&l=San Francisco,CA&radius=50",0
Data Analytics,C,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=C+Data Analytics&l=San Francisco,CA&radius=50",0
Data Scientist,calculus,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=calculus+Data Scientist&l=San Francisco,CA&radius=50",9
Data Analytics,calculus,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=calculus+Data Analytics&l=San Francisco,CA&radius=50",0
Data Scientist,cloud tech,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=cloud tech+Data Scientist&l=San Francisco,CA&radius=50",0
Data Analytics,cloud tech,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=cloud tech+Data Analytics&l=San Francisco,CA&radius=50",0
Data Scientist,clustering,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=clustering+Data Scientist&l=San Francisco,CA&radius=50",0
Data Analytics,clustering,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=clustering+Data Analytics&l=San Francisco,CA&radius=50",0
Data Scientist,continuous Simulation,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=continuous Simulation+Data Scientist&l=San Francisco,CA&radius=50",6
Data Analytics,continuous Simulation,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=continuous Simulation+Data Analytics&l=San Francisco,CA&radius=50",5
Data Scientist,convex Optimization,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=convex Optimization+Data Scientist&l=San Francisco,CA&radius=50",3
Data Analytics,convex Optimization,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=convex Optimization+Data Analytics&l=San Francisco,CA&radius=50",0
Data Scientist,CSS,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=CSS+Data Scientist&l=San Francisco,CA&radius=50",0
Data Analytics,CSS,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=CSS+Data Analytics&l=San Francisco,CA&radius=50",0
Data Scientist,DBA,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=DBA+Data Scientist&l=San Francisco,CA&radius=50",0
Data Analytics,DBA,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=DBA+Data Analytics&l=San Francisco,CA&radius=50",0
Data Scientist,decision trees,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=decision trees+Data Scientist&l=San Francisco,CA&radius=50",0
Data Analytics,decision trees,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=decision trees+Data Analytics&l=San Francisco,CA&radius=50",0
Data Scientist,design,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=design+Data Scientist&l=San Francisco,CA&radius=50",0
Data Analytics,design,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=design+Data Analytics&l=San Francisco,CA&radius=50",0
Data Scientist,discrete Simulation,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=discrete Simulation+Data Scientist&l=San Francisco,CA&radius=50",5
Data Analytics,discrete Simulation,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=discrete Simulation+Data Analytics&l=San Francisco,CA&radius=50",4
Data Scientist,Distributed Data,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=Distributed Data+Data Scientist&l=San Francisco,CA&radius=50",0
Data Analytics,Distributed Data,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=Distributed Data+Data Analytics&l=San Francisco,CA&radius=50",0
Data Scientist,experimental design,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=experimental design+Data Scientist&l=San Francisco,CA&radius=50",0
Data Analytics,experimental design,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=experimental design+Data Analytics&l=San Francisco,CA&radius=50",0
Data Scientist,forecasting,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=forecasting+Data Scientist&l=San Francisco,CA&radius=50",0
Data Analytics,forecasting,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=forecasting+Data Analytics&l=San Francisco,CA&radius=50",0
Data Scientist,general linear model,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=general linear model+Data Scientist&l=San Francisco,CA&radius=50",7
Data Analytics,general linear model,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=general linear model+Data Analytics&l=San Francisco,CA&radius=50",3
Data Scientist,geographic covariates,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=geographic covariates+Data Scientist&l=San Francisco,CA&radius=50",0
Data Analytics,geographic covariates,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=geographic covariates+Data Analytics&l=San Francisco,CA&radius=50",0
Data Scientist,GIS,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=GIS+Data Scientist&l=San Francisco,CA&radius=50",0
Data Analytics,GIS,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=GIS+Data Analytics&l=San Francisco,CA&radius=50",0
Data Scientist,global Optimization,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=global Optimization+Data Scientist&l=San Francisco,CA&radius=50",0
Data Analytics,global Optimization,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=global Optimization+Data Analytics&l=San Francisco,CA&radius=50",0
Data Scientist,Graphical Models,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=Graphical Models+Data Scientist&l=San Francisco,CA&radius=50",0
Data Analytics,Graphical Models,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=Graphical Models+Data Analytics&l=San Francisco,CA&radius=50",0
Data Scientist,Hadoop,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=Hadoop+Data Scientist&l=San Francisco,CA&radius=50",0
Data Analytics,Hadoop,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=Hadoop+Data Analytics&l=San Francisco,CA&radius=50",0
Data Scientist,Hive,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=Hive+Data Scientist&l=San Francisco,CA&radius=50",0
Data Analytics,Hive,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=Hive+Data Analytics&l=San Francisco,CA&radius=50",0
Data Scientist,HTML,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=HTML+Data Scientist&l=San Francisco,CA&radius=50",0
Data Analytics,HTML,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=HTML+Data Analytics&l=San Francisco,CA&radius=50",0
Data Scientist,integer Optimization,"San Francisco,CA",50,"http://www.indeed.com/jobs?q=integer Optimization+Data Scientist&l=San Francisco,CA&radius=50",4
